PlayerLink,Team,League,Year,Split,Games
PraY,Kingzone DragonX,LoL Champions Korea,2018,Summer,4
PraY,Longzhu Gaming,LoL Champions Korea,2017,Summer,4
PraY,ROX Tigers,LoL Champions Korea,2016,Spring,4
PraY,ROX Tigers,LoL Champions Korea,2016,Summer,5
Prince (Lee Chae-hwan),Liiv SANDBOX,LoL Champions Korea,2021,Summer,3
Prince (Lee Chae-hwan),Liiv SANDBOX,LoL Champions Korea,2022,Summer,8
Puff (Ding Wang),Invictus Gaming,Tencent LoL Pro League,2020,Spring,7
Puff (Ding Wang),Invictus Gaming,Tencent LoL Pro League,2020,Summer,3
Pyl (Chen Bo),LGD Gaming,Tencent LoL Pro League,2015,Spring,11
Pyl (Chen Bo),LGD Gaming,Tencent LoL Pro League,2015,Summer,16
Pyl (Chen Bo),LGD Gaming,Tencent LoL Pro League,2016,Spring,3
Pyosik,DragonX,LoL Champions Korea,2020,Spring,9
Pyosik,DRX,LoL Champions Korea,2020,Summer,8
Pyosik,DRX,LoL Champions Korea,2021,Spring,4
Pyosik,DRX,LoL Champions Korea,2022,Spring,5
Pyosik,DRX,LoL Champions Korea,2022,Summer,4
Pyosik,KT Rolster,LoL Champions Korea,2024,Spring,5
Pyosik,KT Rolster,LoL Champions Korea,2024,Summer,4
Qingtian,Top Esports,Tencent LoL Pro League,2022,Summer,1
QiuQiu (Zhang Ming),Top Esports,Tencent LoL Pro League,2019,Summer,2
QiuQiu (Zhang Ming),Top Esports,Tencent LoL Pro League,2020,Spring,5
QiuQiu (Zhang Ming),Topsports Gaming,Tencent LoL Pro League,2018,Summer,8
Quantum (Son Jeong-hwan),Kwangdong Freecs,LoL Champions Korea,2024,Spring,3
Rain (An Hyeon-guk),Invictus Gaming,Tencent LoL Pro League,2016,Spring,2
Raptor (Jeon Eo-jin),BNK FEARX,LoL Champions Korea,2024,Summer,4
Rascal,DRX,LoL Champions Korea,2023,Summer,3
Rascal,Gen.G,LoL Champions Korea,2020,Spring,3
Rascal,Gen.G,LoL Champions Korea,2020,Summer,8
Rascal,Gen.G,LoL Champions Korea,2021,Spring,6
Rascal,Gen.G,LoL Champions Korea,2021,Summer,4
Rascal,Kingzone DragonX,LoL Champions Korea,2019,Spring,6
Rascal,KT Rolster,LoL Champions Korea,2022,Summer,5
Ray,EDward Gaming,Tencent LoL Pro League,2018,Spring,8
Ray,EDward Gaming,Tencent LoL Pro League,2018,Summer,4
Ray,EDward Gaming,Tencent LoL Pro League,2019,Spring,3
Republic,Game Talents,Tencent LoL Pro League,2016,Summer,3
Rich (Lee Jae-won),Nongshim RedForce,LoL Champions Korea,2021,Spring,5
Rich (Lee Jae-won),Nongshim RedForce,LoL Champions Korea,2021,Summer,7
Rich (Lee Jae-won),Victory Five,Tencent LoL Pro League,2022,Spring,13
Rich (Lee Jae-won),Victory Five,Tencent LoL Pro League,2022,Summer,5
Rio,Invictus Gaming,Tencent LoL Pro League,2017,Spring,3
Road (Yun Han-gil),Bilibili Gaming,Tencent LoL Pro League,2018,Spring,7
Road (Yun Han-gil),I May,Tencent LoL Pro League,2016,Summer,15
Road (Yun Han-gil),I May,Tencent LoL Pro League,2017,Spring,9
RooKie,Invictus Gaming,Tencent LoL Pro League,2015,Spring,11
Rookie,Invictus Gaming,Tencent LoL Pro League,2015,Summer,14
RooKie,Invictus Gaming,Tencent LoL Pro League,2016,Spring,2
Rookie,Invictus Gaming,Tencent LoL Pro League,2016,Summer,2
Rookie,Invictus Gaming,Tencent LoL Pro League,2017,Spring,3
Rookie,Invictus Gaming,Tencent LoL Pro League,2017,Summer,16
Rookie,Invictus Gaming,Tencent LoL Pro League,2018,Spring,9
Rookie,Invictus Gaming,Tencent LoL Pro League,2018,Summer,10
Rookie,Invictus Gaming,Tencent LoL Pro League,2019,Spring,7
Rookie,Invictus Gaming,Tencent LoL Pro League,2019,Summer,3
Rookie,Invictus Gaming,Tencent LoL Pro League,2020,Spring,7
Rookie,Invictus Gaming,Tencent LoL Pro League,2020,Summer,3
Rookie,Invictus Gaming,Tencent LoL Pro League,2021,Spring,5
Rookie,Ninjas in Pyjamas.CN,Tencent LoL Pro League,2024,Spring,18
Rookie,Ninjas in Pyjamas.CN,Tencent LoL Pro League,2024,Summer,16
Rookie,Top Esports,Tencent LoL Pro League,2023,Spring,9
Rookie,Top Esports,Tencent LoL Pro League,2023,Summer,13
Rookie,Victory Five,Tencent LoL Pro League,2022,Spring,13
Rookie,Victory Five,Tencent LoL Pro League,2022,Summer,5
Ruler,Gen.G,LoL Champions Korea,2018,Summer,2
Ruler,Gen.G,LoL Champions Korea,2020,Spring,3
Ruler,Gen.G,LoL Champions Korea,2020,Summer,8
Ruler,Gen.G,LoL Champions Korea,2021,Spring,6
Ruler,Gen.G,LoL Champions Korea,2021,Summer,4
Ruler,Gen.G,LoL Champions Korea,2022,Spring,9
Ruler,Gen.G,LoL Champions Korea,2022,Summer,7
Ruler,JD Gaming,Tencent LoL Pro League,2023,Spring,12
Ruler,JD Gaming,Tencent LoL Pro League,2023,Summer,13
Ruler,JD Gaming,Tencent LoL Pro League,2024,Spring,15
Ruler,JD Gaming,Tencent LoL Pro League,2024,Summer,5
Ruler,KSV eSports,LoL Champions Korea,2018,Spring,3
Ruler,Samsung Galaxy,LoL Champions Korea,2016,Summer,4
Ruler,Samsung Galaxy,LoL Champions Korea,2017,Spring,2
Ruler,Samsung Galaxy,LoL Champions Korea,2017,Summer,2
Rush,KT Rolster,LoL Champions Korea,2018,Spring,3
Samd,Victory Five,Tencent LoL Pro League,2020,Summer,7
san (Guo Jun-Liang),Oh My God,Tencent LoL Pro League,2015,Summer,7
Sangyoon,Afreeca Freecs,LoL Champions Korea,2016,Spring,2
Sangyoon,Afreeca Freecs,LoL Champions Korea,2016,Summer,2
Score,KT Rolster,LoL Champions Korea,2016,Spring,3
Score,KT Rolster,LoL Champions Korea,2016,Summer,13
Score,KT Rolster,LoL Champions Korea,2017,Spring,9
Score,KT Rolster,LoL Champions Korea,2017,Summer,5
Score,KT Rolster,LoL Champions Korea,2018,Spring,5
Score,KT Rolster,LoL Champions Korea,2018,Summer,5
Scout,EDward Gaming,Tencent LoL Pro League,2016,Summer,8
Scout,EDward Gaming,Tencent LoL Pro League,2017,Spring,12
Scout,EDward Gaming,Tencent LoL Pro League,2017,Summer,10
Scout,EDward Gaming,Tencent LoL Pro League,2018,Spring,8
Scout,EDward Gaming,Tencent LoL Pro League,2018,Summer,4
Scout,EDward Gaming,Tencent LoL Pro League,2019,Spring,3
Scout,EDward Gaming,Tencent LoL Pro League,2019,Summer,9
Scout,EDward Gaming,Tencent LoL Pro League,2020,Spring,8
Scout,EDward Gaming,Tencent LoL Pro League,2021,Spring,13
Scout,EDward Gaming,Tencent LoL Pro League,2021,Summer,16
Scout,EDward Gaming,Tencent LoL Pro League,2022,Spring,8
Scout,EDward Gaming,Tencent LoL Pro League,2022,Summer,20
Scout,LNG Esports,Tencent LoL Pro League,2023,Spring,4
Scout,LNG Esports,Tencent LoL Pro League,2023,Summer,23
Scout,LNG Esports,Tencent LoL Pro League,2024,Spring,5
Scout,LNG Esports,Tencent LoL Pro League,2024,Summer,8
Senan,Afreeca Freecs,LoL Champions Korea,2019,Summer,3
shad0w,Ninjas in Pyjamas.CN,Tencent LoL Pro League,2023,Summer,8
shanji,Ninjas in Pyjamas.CN,Tencent LoL Pro League,2024,Spring,18
shanji,Ninjas in Pyjamas.CN,Tencent LoL Pro League,2024,Summer,16
shanji,Oh My God,Tencent LoL Pro League,2022,Summer,5
shanji,Oh My God,Tencent LoL Pro League,2023,Spring,18
shanji,Oh My God,Tencent LoL Pro League,2023,Summer,5
Shanks,Anyone's Legend,Tencent LoL Pro League,2024,Summer,8
Shanks,Team WE,Tencent LoL Pro League,2021,Spring,3
Shanks,Team WE,Tencent LoL Pro League,2021,Summer,22
Shanks,Team WE,Tencent LoL Pro League,2023,Spring,4
Shanks,Team WE,Tencent LoL Pro League,2023,Summer,4
Shaoye,LGD Gaming,Tencent LoL Pro League,2024,Summer,9
ShiauC,eStar (Chinese Team),Tencent LoL Pro League,2020,Spring,4
ShowMaker,DAMWON Gaming,LoL Champions Korea,2019,Spring,6
ShowMaker,DAMWON Gaming,LoL Champions Korea,2019,Summer,3
ShowMaker,DAMWON Gaming,LoL Champions Korea,2020,Spring,8
ShowMaker,DAMWON Gaming,LoL Champions Korea,2020,Summer,3
ShowMaker,Dplus Kia,LoL Champions Korea,2023,Spring,4
ShowMaker,Dplus Kia,LoL Champions Korea,2023,Summer,4
ShowMaker,Dplus Kia,LoL Champions Korea,2024,Spring,13
ShowMaker,Dplus Kia,LoL Champions Korea,2024,Summer,11
ShowMaker,DWG KIA,LoL Champions Korea,2021,Spring,6
ShowMaker,DWG KIA,LoL Champions Korea,2021,Summer,7
ShowMaker,DWG KIA,LoL Champions Korea,2022,Spring,8
ShowMaker,DWG KIA,LoL Champions Korea,2022,Summer,10
Skye,Newbee,Tencent LoL Pro League,2017,Summer,5
Skye,Team King,Tencent LoL Pro League,2015,Spring,5
Smeb,KT Rolster,LoL Champions Korea,2017,Spring,9
Smeb,KT Rolster,LoL Champions Korea,2017,Summer,5
Smeb,KT Rolster,LoL Champions Korea,2018,Spring,8
Smeb,KT Rolster,LoL Champions Korea,2018,Summer,5
Smeb,ROX Tigers,LoL Champions Korea,2016,Spring,4
Smeb,ROX Tigers,LoL Champions Korea,2016,Summer,5
SmLz,Masters 3,Tencent LoL Pro League,2015,Summer,3
Smlz,Oh My God,Tencent LoL Pro League,2017,Spring,14
Smlz,Oh My God,Tencent LoL Pro League,2017,Summer,4
Smlz,Rogue Warriors,Tencent LoL Pro League,2018,Spring,13
Smlz,Rogue Warriors,Tencent LoL Pro League,2018,Summer,7
Smlz,Suning,Tencent LoL Pro League,2019,Summer,4
SnowFlower,Afreeca Freecs,LoL Champions Korea,2016,Spring,2
SnowFlower,Afreeca Freecs,LoL Champions Korea,2016,Summer,2
SofM,LNG Esports,Tencent LoL Pro League,2019,Summer,7
SofM,Snake Esports,Tencent LoL Pro League,2016,Summer,6
SofM,Snake Esports,Tencent LoL Pro League,2017,Summer,2
SofM,Snake Esports,Tencent LoL Pro League,2018,Spring,4
SofM,Suning,Tencent LoL Pro League,2020,Summer,10
SofM,Suning,Tencent LoL Pro League,2021,Spring,10
SofM,Suning,Tencent LoL Pro League,2021,Summer,5
SofM,Weibo Gaming,Tencent LoL Pro League,2022,Spring,9
SofM,Weibo Gaming,Tencent LoL Pro League,2022,Summer,4
SoHwan,KT Rolster,LoL Champions Korea,2020,Spring,3
SOLKA,DRX,LoL Champions Korea,2021,Spring,4
Southwind,Invictus Gaming,Tencent LoL Pro League,2020,Spring,7
Spirit,Afreeca Freecs,LoL Champions Korea,2017,Spring,2
Spirit,Afreeca Freecs,LoL Champions Korea,2017,Summer,2
Spirit,Afreeca Freecs,LoL Champions Korea,2018,Spring,3
Spirit,Afreeca Freecs,LoL Champions Korea,2018,Summer,11
Spirit,Afreeca Freecs,LoL Champions Korea,2020,Summer,3
Spirit,Team WE,Tencent LoL Pro League,2015,Spring,5
Ssumday,KT Rolster,LoL Champions Korea,2016,Spring,3
Ssumday,KT Rolster,LoL Champions Korea,2016,Summer,13
Starry,Oh My God,Tencent LoL Pro League,2024,Summer,3
Stay (Guo Yi-Yang),Team WE,Tencent LoL Pro League,2024,Spring,9
Stitch,Samsung Galaxy,LoL Champions Korea,2016,Summer,1
Stitch,Samsung Galaxy,LoL Champions Korea,2017,Spring,1
Stitch,Samsung Galaxy,LoL Champions Korea,2017,Summer,1
Strive,Rare Atom,Tencent LoL Pro League,2022,Spring,4
Summit,FunPlus Phoenix,Tencent LoL Pro League,2022,Summer,9
Summit,Liiv SANDBOX,LoL Champions Korea,2021,Summer,3
Summit,SANDBOX Gaming,LoL Champions Korea,2019,Spring,3
Summit,SANDBOX Gaming,LoL Champions Korea,2019,Summer,3
Swift,Newbee,Tencent LoL Pro League,2017,Spring,6
Swift,Newbee,Tencent LoL Pro League,2017,Summer,5
Swift,Qiao Gu Reapers,Tencent LoL Pro League,2015,Summer,10
Swift,Qiao Gu Reapers,Tencent LoL Pro League,2016,Spring,3
Sword (Choi Sung-won),Griffin (Korean Team),LoL Champions Korea,2018,Summer,10
Sword (Choi Sung-won),Griffin (Korean Team),LoL Champions Korea,2019,Spring,3
SwordArt,Suning,Tencent LoL Pro League,2019,Summer,4
SwordArt,Suning,Tencent LoL Pro League,2020,Summer,10
Tabe,Invictus Gaming,Tencent LoL Pro League,2016,Spring,2
Tangyuan,Royal Never Give Up,Tencent LoL Pro League,2023,Summer,4
TANK,Snake Esports,Tencent LoL Pro League,2016,Spring,5
TANK,Snake Esports,Tencent LoL Pro League,2016,Summer,6
Tarzan (Lee Seung-yong),Griffin (Korean Team),LoL Champions Korea,2018,Summer,10
Tarzan (Lee Seung-yong),Griffin (Korean Team),LoL Champions Korea,2019,Spring,3
Tarzan (Lee Seung-yong),Griffin (Korean Team),LoL Champions Korea,2019,Summer,4
Tarzan (Lee Seung-yong),LNG Esports,Tencent LoL Pro League,2021,Spring,3
Tarzan (Lee Seung-yong),LNG Esports,Tencent LoL Pro League,2021,Summer,20
Tarzan (Lee Seung-yong),LNG Esports,Tencent LoL Pro League,2022,Spring,3
Tarzan (Lee Seung-yong),LNG Esports,Tencent LoL Pro League,2022,Summer,20
Tarzan (Lee Seung-yong),LNG Esports,Tencent LoL Pro League,2023,Spring,4
Tarzan (Lee Seung-yong),LNG Esports,Tencent LoL Pro League,2023,Summer,23
Tarzan (Lee Seung-yong),Weibo Gaming,Tencent LoL Pro League,2024,Summer,20
TBQ,LGD Gaming,Tencent LoL Pro League,2015,Spring,11
TBQ,LGD Gaming,Tencent LoL Pro League,2015,Summer,16
TcT,Qiao Gu Reapers,Tencent LoL Pro League,2015,Summer,10
Teacherma,Team WE,Tencent LoL Pro League,2020,Spring,8
Teacherma,Team WE,Tencent LoL Pro League,2020,Summer,4
Teddy,Kwangdong Freecs,LoL Champions Korea,2022,Spring,8
Teddy,SK Telecom T1,LoL Champions Korea,2019,Spring,6
Teddy,SK Telecom T1,LoL Champions Korea,2019,Summer,13
Teddy,T1,LoL Champions Korea,2020,Spring,7
Teddy,T1,LoL Champions Korea,2020,Summer,3
Teddy,T1,LoL Champions Korea,2021,Spring,7
Teddy,T1,LoL Champions Korea,2021,Summer,9
Thal,SK Telecom T1,LoL Champions Korea,2018,Spring,7
TheShy,Invictus Gaming,Tencent LoL Pro League,2017,Summer,10
TheShy,Invictus Gaming,Tencent LoL Pro League,2018,Summer,7
TheShy,Invictus Gaming,Tencent LoL Pro League,2019,Spring,7
TheShy,Invictus Gaming,Tencent LoL Pro League,2019,Summer,2
TheShy,Invictus Gaming,Tencent LoL Pro League,2020,Spring,7
TheShy,Invictus Gaming,Tencent LoL Pro League,2020,Summer,3
TheShy,Invictus Gaming,Tencent LoL Pro League,2021,Spring,5
TheShy,Weibo Gaming,Tencent LoL Pro League,2022,Spring,9
TheShy,Weibo Gaming,Tencent LoL Pro League,2022,Summer,4
TheShy,Weibo Gaming,Tencent LoL Pro League,2023,Spring,3
TheShy,Weibo Gaming,Tencent LoL Pro League,2023,Summer,9
Tian,FunPlus Phoenix,Tencent LoL Pro League,2019,Spring,9
Tian,FunPlus Phoenix,Tencent LoL Pro League,2019,Summer,8
Tian,FunPlus Phoenix,Tencent LoL Pro League,2020,Spring,10
Tian,FunPlus Phoenix,Tencent LoL Pro League,2020,Summer,4
Tian,FunPlus Phoenix,Tencent LoL Pro League,2021,Spring,20
Tian,FunPlus Phoenix,Tencent LoL Pro League,2021,Summer,10
Tian,Top Esports,Tencent LoL Pro League,2022,Spring,25
Tian,Top Esports,Tencent LoL Pro League,2022,Summer,18
Tian,Top Esports,Tencent LoL Pro League,2023,Spring,9
Tian,Top Esports,Tencent LoL Pro League,2023,Summer,13
Tian,Top Esports,Tencent LoL Pro League,2024,Spring,16
Tian,Top Esports,Tencent LoL Pro League,2024,Summer,16
Tianzhen,Invictus Gaming,Tencent LoL Pro League,2024,Spring,2
Tianzhen,Oh My God,Tencent LoL Pro League,2024,Summer,3
TnT,Qiao Gu Reapers,Tencent LoL Pro League,2015,Summer,10
TrAce,Jin Air Green Wings,LoL Champions Korea,2016,Spring,6
TusiN,Afreeca Freecs,LoL Champions Korea,2017,Spring,2
TusiN,Afreeca Freecs,LoL Champions Korea,2017,Summer,2
TusiN,Afreeca Freecs,LoL Champions Korea,2018,Spring,8
TusiN,Afreeca Freecs,LoL Champions Korea,2018,Summer,11
TusiN,Kingzone DragonX,LoL Champions Korea,2019,Spring,6
TusiN,KT Rolster,LoL Champions Korea,2020,Spring,3
Twila,SinoDragon Gaming,Tencent LoL Pro League,2019,Spring,6
U,EDward Gaming,Tencent LoL Pro League,2015,Spring,4
U,Snake Esports,Tencent LoL Pro League,2015,Summer,4
Ucal,Afreeca Freecs,LoL Champions Korea,2019,Summer,3
Ucal,KT Rolster,LoL Champions Korea,2018,Spring,8
Ucal,KT Rolster,LoL Champions Korea,2018,Summer,5
ucal,ThunderTalk Gaming,Tencent LoL Pro League,2023,Spring,4
ucal,ThunderTalk Gaming,Tencent LoL Pro League,2024,Summer,8
UmTi,Fredit BRION,LoL Champions Korea,2022,Spring,3
Untara,SK Telecom T1,LoL Champions Korea,2017,Summer,12
Uzi (Jian Zi-Hao),EDward Gaming,Tencent LoL Pro League,2023,Summer,14
Uzi (Jian Zi-Hao),Oh My God,Tencent LoL Pro League,2015,Spring,3
Uzi (Jian Zi-Hao),Oh My God,Tencent LoL Pro League,2015,Summer,7
Uzi (Jian Zi-Hao),Qiao Gu Reapers,Tencent LoL Pro League,2016,Spring,3
Uzi (Jian Zi-Hao),Royal Never Give Up,Tencent LoL Pro League,2016,Summer,8
Uzi (Jian Zi-Hao),Royal Never Give Up,Tencent LoL Pro League,2017,Spring,7
Uzi (Jian Zi-Hao),Royal Never Give Up,Tencent LoL Pro League,2017,Summer,10
Uzi (Jian Zi-Hao),Royal Never Give Up,Tencent LoL Pro League,2018,Spring,15
Uzi (Jian Zi-Hao),Royal Never Give Up,Tencent LoL Pro League,2018,Summer,10
Uzi (Jian Zi-Hao),Royal Never Give Up,Tencent LoL Pro League,2019,Spring,5
Uzi (Jian Zi-Hao),Royal Never Give Up,Tencent LoL Pro League,2019,Summer,12
V,Newbee,Tencent LoL Pro League,2017,Spring,6
V,Qiao Gu Reapers,Tencent LoL Pro League,2015,Summer,10
V,Qiao Gu Reapers,Tencent LoL Pro League,2016,Spring,3
Vampire,Invictus Gaming,Tencent LoL Pro League,2024,Summer,5
Vasilii,Vici Gaming,Tencent LoL Pro League,2015,Spring,4
VicLa,KT Rolster,LoL Champions Korea,2022,Summer,5
VicLa,Rare Atom,Tencent LoL Pro League,2024,Summer,3
Viper (Park Do-hyeon),EDward Gaming,Tencent LoL Pro League,2021,Spring,13
Viper (Park Do-hyeon),EDward Gaming,Tencent LoL Pro League,2021,Summer,16
Viper (Park Do-hyeon),EDward Gaming,Tencent LoL Pro League,2022,Spring,8
Viper (Park Do-hyeon),EDward Gaming,Tencent LoL Pro League,2022,Summer,20
Viper (Park Do-hyeon),Griffin (Korean Team),LoL Champions Korea,2018,Summer,10
Viper (Park Do-hyeon),Griffin (Korean Team),LoL Champions Korea,2019,Spring,3
Viper (Park Do-hyeon),Griffin (Korean Team),LoL Champions Korea,2019,Summer,4
Viper (Park Do-hyeon),Hanwha Life Esports,LoL Champions Korea,2023,Spring,12
Viper (Park Do-hyeon),Hanwha Life Esports,LoL Champions Korea,2023,Summer,9
Viper (Park Do-hyeon),Hanwha Life Esports,LoL Champions Korea,2024,Spring,14
Viper (Park Do-hyeon),Hanwha Life Esports,LoL Champions Korea,2024,Summer,16
Vsta,Hanwha Life Esports,LoL Champions Korea,2021,Spring,8
Wayward,Team WE,Tencent LoL Pro League,2024,Spring,9
Wayward,Top Esports,Tencent LoL Pro League,2022,Spring,25
Wayward,Top Esports,Tencent LoL Pro League,2022,Summer,17
Wayward,Top Esports,Tencent LoL Pro League,2023,Spring,9
Wayward,Top Esports,Tencent LoL Pro League,2023,Summer,13
We1less,LGD Gaming,Tencent LoL Pro League,2015,Spring,11
We1less,LGD Gaming,Tencent LoL Pro League,2016,Spring,3
Wei (Yan Yang-Wei),Bilibili Gaming,Tencent LoL Pro League,2024,Summer,10
Wei (Yan Yang-Wei),eStar (Chinese Team),Tencent LoL Pro League,2020,Spring,4
Wei (Yan Yang-Wei),Royal Never Give Up,Tencent LoL Pro League,2021,Spring,17
Wei (Yan Yang-Wei),Royal Never Give Up,Tencent LoL Pro League,2021,Summer,4
Wei (Yan Yang-Wei),Royal Never Give Up,Tencent LoL Pro League,2022,Spring,14
Wei (Yan Yang-Wei),Royal Never Give Up,Tencent LoL Pro League,2022,Summer,4
Wei (Yan Yang-Wei),Royal Never Give Up,Tencent LoL Pro League,2023,Spring,8
Wei (Yan Yang-Wei),Royal Never Give Up,Tencent LoL Pro League,2023,Summer,4
Weiwei,Bilibili Gaming,Tencent LoL Pro League,2021,Summer,3
Weiwei,Bilibili Gaming,Tencent LoL Pro League,2022,Spring,8
Weiwei,Bilibili Gaming,Tencent LoL Pro League,2022,Summer,4
Weiwei,LNG Esports,Tencent LoL Pro League,2024,Spring,5
Weiwei,LNG Esports,Tencent LoL Pro League,2024,Summer,8
Weiwei,Victory Five,Tencent LoL Pro League,2020,Summer,8
Weiwei,Weibo Gaming,Tencent LoL Pro League,2023,Summer,9
West,Invictus Gaming,Tencent LoL Pro League,2017,Summer,16
Willer,Liiv SANDBOX,LoL Champions Korea,2023,Spring,4
Winged,Jin Air Green Wings,LoL Champions Korea,2016,Spring,6
Wink,eStar (Chinese Team),Tencent LoL Pro League,2020,Spring,4
Wink,Invictus Gaming,Tencent LoL Pro League,2021,Spring,5
Wink,Invictus Gaming,Tencent LoL Pro League,2024,Spring,5
Wolf (Lee Jae-wan),SK Telecom T1,LoL Champions Korea,2016,Spring,11
Wolf (Lee Jae-wan),SK Telecom T1,LoL Champions Korea,2016,Summer,5
Wolf (Lee Jae-wan),SK Telecom T1,LoL Champions Korea,2017,Spring,3
Wolf (Lee Jae-wan),SK Telecom T1,LoL Champions Korea,2017,Summer,14
Wolf (Lee Jae-wan),SK Telecom T1,LoL Champions Korea,2018,Spring,5
World6,Oh My God,Tencent LoL Pro League,2017,Spring,14
World6,Oh My God,Tencent LoL Pro League,2017,Summer,3
World6,Vici Gaming,Tencent LoL Pro League,2015,Summer,13
Wraith,Samsung Galaxy,LoL Champions Korea,2016,Summer,5
Wraith,Samsung Galaxy,LoL Champions Korea,2017,Spring,1
Wraith,Samsung Galaxy,LoL Champions Korea,2017,Summer,1
WuShuang,Game Talents,Tencent LoL Pro League,2016,Summer,3
wuxin,Team King,Tencent LoL Pro League,2015,Spring,5
wuxx,Royal Never Give Up,Tencent LoL Pro League,2016,Spring,5
XiaoAL,Suning,Tencent LoL Pro League,2017,Summer,2
XiaoAL,Suning,Tencent LoL Pro League,2018,Summer,4
Xiaobai,eStar (Chinese Team),Tencent LoL Pro League,2020,Spring,4
xiaofang,Oh My God,Tencent LoL Pro League,2024,Spring,4
Xiaohao,Rare Atom,Tencent LoL Pro League,2024,Summer,3
Xiaohao,Weibo Gaming,Tencent LoL Pro League,2024,Spring,13
xiaohu,Royal Never Give Up,Tencent LoL Pro League,2016,Spring,9
xiaohu,Royal Never Give Up,Tencent LoL Pro League,2016,Summer,8
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2017,Spring,7
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2017,Summer,10
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2018,Spring,15
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2018,Summer,13
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2019,Spring,5
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2019,Summer,12
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2020,Spring,4
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2021,Spring,17
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2021,Summer,4
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2022,Spring,14
Xiaohu,Royal Never Give Up,Tencent LoL Pro League,2022,Summer,4
Xiaohu,Weibo Gaming,Tencent LoL Pro League,2023,Spring,3
Xiaohu,Weibo Gaming,Tencent LoL Pro League,2023,Summer,9
Xiaohu,Weibo Gaming,Tencent LoL Pro League,2024,Spring,13
Xiaohu,Weibo Gaming,Tencent LoL Pro League,2024,Summer,20
xiaolaohu,FunPlus Phoenix,Tencent LoL Pro League,2022,Spring,4
Xiaolaohu,FunPlus Phoenix,Tencent LoL Pro League,2024,Spring,4
Xiaopeng,SinoDragon Gaming,Tencent LoL Pro League,2019,Spring,6
Xiaoxu,Rare Atom,Tencent LoL Pro League,2024,Summer,3
XinMo,Bilibili Gaming,Tencent LoL Pro League,2019,Summer,12
Xiyang,Oh My God,Tencent LoL Pro League,2017,Spring,14
Xiyang,Oh My God,Tencent LoL Pro League,2017,Summer,4
xiye,LGD Gaming,Tencent LoL Pro League,2020,Summer,14
xiye,Team WE,Tencent LoL Pro League,2015,Spring,5
xiye,Team WE,Tencent LoL Pro League,2016,Spring,12
xiye,Team WE,Tencent LoL Pro League,2016,Summer,13
xiye,Team WE,Tencent LoL Pro League,2017,Spring,7
xiye,Team WE,Tencent LoL Pro League,2017,Summer,13
xiye,Team WE,Tencent LoL Pro League,2018,Spring,2
xiye,Team WE,Tencent LoL Pro League,2019,Spring,4
XLB,Royal Never Give Up,Tencent LoL Pro League,2020,Spring,4
XLB,Victory Five,Tencent LoL Pro League,2022,Summer,3
Xuan (Pi Xiao-Xuan),Vici Gaming,Tencent LoL Pro League,2015,Summer,13
XuanXuanPi,Vici Gaming,Tencent LoL Pro League,2016,Summer,3
Xun,Bilibili Gaming,Tencent LoL Pro League,2023,Spring,26
Xun,Bilibili Gaming,Tencent LoL Pro League,2023,Summer,11
Xun,Bilibili Gaming,Tencent LoL Pro League,2024,Spring,13
XUN,Invictus Gaming,Tencent LoL Pro League,2021,Spring,5
Xx (Xiong Yu-Long),Top Esports,Tencent LoL Pro League,2019,Summer,7
Xx (Xiong Yu-Long),Topsports Gaming,Tencent LoL Pro League,2018,Summer,8
Xx (Xiong Yu-Long),Topsports Gaming,Tencent LoL Pro League,2019,Spring,11
y4,Victory Five,Tencent LoL Pro League,2020,Summer,1
Yagao,Bilibili Gaming,Tencent LoL Pro League,2023,Spring,26
Yagao,Bilibili Gaming,Tencent LoL Pro League,2023,Summer,11
YaGao,JD Gaming,Tencent LoL Pro League,2018,Spring,2
YaGao,JD Gaming,Tencent LoL Pro League,2018,Summer,15
Yagao,JD Gaming,Tencent LoL Pro League,2019,Spring,17
Yagao,JD Gaming,Tencent LoL Pro League,2020,Spring,8
Yagao,JD Gaming,Tencent LoL Pro League,2020,Summer,9
Yagao,JD Gaming,Tencent LoL Pro League,2021,Spring,4
Yagao,JD Gaming,Tencent LoL Pro League,2022,Spring,14
Yagao,JD Gaming,Tencent LoL Pro League,2022,Summer,13
Yagao,JD Gaming,Tencent LoL Pro League,2024,Spring,15
Yagao,JD Gaming,Tencent LoL Pro League,2024,Summer,5
yaoyao,ThunderTalk Gaming,Tencent LoL Pro League,2023,Spring,4
yoHan,Hanwha Life Esports,LoL Champions Korea,2021,Spring,5
Yoon,Suning,Tencent LoL Pro League,2017,Summer,1
Yoon,Suning,Tencent LoL Pro League,2018,Summer,4
YSKM,Invictus Gaming,Tencent LoL Pro League,2024,Spring,5
YSKM,Invictus Gaming,Tencent LoL Pro League,2024,Summer,5
