PlayerLink,Team,League,Year,Split,Games
0909,EDward Gaming,Tencent LoL Pro League,2024,Spring,5
0909,Oh My God,Tencent LoL Pro League,2022,Summer,3
1ntruder,LGD Gaming,Tencent LoL Pro League,2016,Summer,12
1ntruder,LGD Gaming,Tencent LoL Pro League,2018,Spring,18
1xn,ThunderTalk Gaming,Tencent LoL Pro League,2023,Summer,35
1xn,ThunderTalk Gaming,Tencent LoL Pro League,2024,Spring,37
1xn,ThunderTalk Gaming,Tencent LoL Pro League,2024,Summer,15
1xn,ThunderTalk Gaming,Tencent LoL Pro League,2024,Summer Placements,14
369,JD Gaming,Tencent LoL Pro League,2022,Spring,38
369,JD Gaming,Tencent LoL Pro League,2022,Summer,42
369,JD Gaming,Tencent LoL Pro League,2023,Spring,36
369,JD Gaming,Tencent LoL Pro League,2023,Summer,36
369,Top Esports,Tencent LoL Pro League,2019,Summer,31
369,Top Esports,Tencent LoL Pro League,2020,Spring,37
369,Top Esports,Tencent LoL Pro League,2020,Summer,37
369,Top Esports,Tencent LoL Pro League,2021,Spring,35
369,Top Esports,Tencent LoL Pro League,2021,Summer,10
369,Top Esports,Tencent LoL Pro League,2024,Spring,37
369,Top Esports,Tencent LoL Pro League,2024,Summer,17
369,Top Esports,Tencent LoL Pro League,2024,Summer Placements,13
369,Topsports Gaming,Tencent LoL Pro League,2019,Spring,33
5kid,KT Rolster,LoL Champions Korea,2021,Summer,15
694,Team WE,Tencent LoL Pro League,2018,Summer,13
705,JD Gaming,Tencent LoL Pro League,2020,Spring,20
705,Royal Never Give Up,Tencent LoL Pro League,2020,Summer,1
8917,Rogue Warriors,Tencent LoL Pro League,2021,Summer,15
957,Team WE,Tencent LoL Pro League,2016,Spring,39
957,Team WE,Tencent LoL Pro League,2016,Summer,42
957,Team WE,Tencent LoL Pro League,2017,Spring,37
957,Team WE,Tencent LoL Pro League,2017,Summer,40
957,Team WE,Tencent LoL Pro League,2018,Spring,49
957,Team WE,Tencent LoL Pro League,2018,Summer,48
957,Team WE,Tencent LoL Pro League,2019,Summer,1
Able,Oh My God,Tencent LoL Pro League,2021,Summer,37
Able,Oh My God,Tencent LoL Pro League,2022,Spring,41
Able,Oh My God,Tencent LoL Pro League,2022,Summer,43
Able,Oh My God,Tencent LoL Pro League,2023,Spring,42
Able,Oh My God,Tencent LoL Pro League,2023,Summer,40
Able,Oh My God,Tencent LoL Pro League,2024,Spring,30
Able,Royal Never Give Up,Tencent LoL Pro League,2018,Spring,10
Able,Royal Never Give Up,Tencent LoL Pro League,2018,Summer,11
Able,Team WE,Tencent LoL Pro League,2024,Summer,15
Able,Team WE,Tencent LoL Pro League,2024,Summer Placements,3
Acorn,LGD Gaming,Tencent LoL Pro League,2015,Spring,28
Acorn,LGD Gaming,Tencent LoL Pro League,2015,Summer,27
Acorn,LGD Gaming,Tencent LoL Pro League,2016,Spring,1
Acorn,Saint Gaming,Tencent LoL Pro League,2016,Summer,39
ADD,Bilibili Gaming,Tencent LoL Pro League,2019,Spring,37
ADD,Bilibili Gaming,Tencent LoL Pro League,2019,Summer,35
ADD,Bilibili Gaming,Tencent LoL Pro League,2020,Spring,8
ADD,Bilibili Gaming,Tencent LoL Pro League,2020,Summer,8
ADD,MVP,LoL Champions Korea,2016,Summer,41
ADD,MVP,LoL Champions Korea,2017,Spring,45
ADD,MVP,LoL Champions Korea,2017,Summer,42
ADD,MVP,LoL Champions Korea,2018,Spring,40
ADD,MVP,LoL Champions Korea,2018,Summer,36
Again,Royal Never Give Up,Tencent LoL Pro League,2017,Spring,5
Ahn,Invictus Gaming,Tencent LoL Pro League,2022,Spring,2
Ahn,Invictus Gaming,Tencent LoL Pro League,2024,Spring,4
Ahn (An Shan-Ye),Invictus Gaming,Tencent LoL Pro League,2022,Spring,10
Ahn (An Shan-Ye),Invictus Gaming,Tencent LoL Pro League,2022,Summer,29
Ahn (An Shan-Ye),Invictus Gaming,Tencent LoL Pro League,2023,Spring,36
Ahn (An Shan-Ye),Invictus Gaming,Tencent LoL Pro League,2023,Summer,34
Ahn (An Shan-Ye),Invictus Gaming,Tencent LoL Pro League,2024,Spring,32
Ahn (An Shan-Ye),Invictus Gaming,Tencent LoL Pro League,2024,Summer,16
Ahn (An Shan-Ye),Invictus Gaming,Tencent LoL Pro League,2024,Summer Placements,19
Aiming,Afreeca Freecs,LoL Champions Korea,2018,Spring,7
Aiming,Afreeca Freecs,LoL Champions Korea,2018,Summer,35
Aiming,Afreeca Freecs,LoL Champions Korea,2019,Spring,29
Aiming,Afreeca Freecs,LoL Champions Korea,2019,Summer,46
Aiming,Bilibili Gaming,Tencent LoL Pro League,2021,Spring,38
Aiming,Bilibili Gaming,Tencent LoL Pro League,2021,Summer,41
Aiming,Dplus Kia,LoL Champions Korea,2024,Spring,42
Aiming,Dplus Kia,LoL Champions Korea,2024,Summer,45
Aiming,KT Rolster,LoL Champions Korea,2020,Spring,46
Aiming,KT Rolster,LoL Champions Korea,2020,Summer,43
Aiming,KT Rolster,LoL Champions Korea,2022,Spring,43
Aiming,KT Rolster,LoL Champions Korea,2022,Summer,45
Aiming,KT Rolster,LoL Champions Korea,2023,Spring,43
Aiming,KT Rolster,LoL Champions Korea,2023,Summer,40
Aitong,Dominus Esports,Tencent LoL Pro League,2019,Summer,10
Aix,Rare Atom,Tencent LoL Pro League,2021,Spring,4
Aix,Vici Gaming,Tencent LoL Pro League,2019,Spring,40
Aix,Vici Gaming,Tencent LoL Pro League,2019,Summer,23
Aix,Vici Gaming,Tencent LoL Pro League,2020,Spring,31
Aix,Vici Gaming,Tencent LoL Pro League,2020,Summer,19
Aki (Mao An),Ninjas in Pyjamas.CN,Tencent LoL Pro League,2024,Spring,36
Aki (Mao An),Ninjas in Pyjamas.CN,Tencent LoL Pro League,2024,Summer,16
Aki (Mao An),Ninjas in Pyjamas.CN,Tencent LoL Pro League,2024,Summer Placements,19
Aki (Mao An),Oh My God,Tencent LoL Pro League,2021,Spring,39
Aki (Mao An),Oh My God,Tencent LoL Pro League,2021,Summer,37
Aki (Mao An),Oh My God,Tencent LoL Pro League,2022,Spring,41
Aki (Mao An),Oh My God,Tencent LoL Pro League,2022,Summer,43
Aki (Mao An),Oh My God,Tencent LoL Pro League,2023,Spring,42
Aki (Mao An),Oh My God,Tencent LoL Pro League,2023,Summer,40
AKi (Mao An),Top Esports,Tencent LoL Pro League,2019,Summer,6
Ale,Anyone's Legend,Tencent LoL Pro League,2024,Summer,19
Ale,Anyone's Legend,Tencent LoL Pro League,2024,Summer Placements,18
Ale,EDward Gaming,Tencent LoL Pro League,2023,Spring,39
Ale,EDward Gaming,Tencent LoL Pro League,2023,Summer,41
Ale,EDward Gaming,Tencent LoL Pro League,2024,Spring,30
Ale,LNG Esports,Tencent LoL Pro League,2021,Spring,7
Ale,LNG Esports,Tencent LoL Pro League,2021,Summer,43
Ale,LNG Esports,Tencent LoL Pro League,2022,Spring,42
Ale,LNG Esports,Tencent LoL Pro League,2022,Summer,27
Ale,Oh My God,Tencent LoL Pro League,2019,Spring,27
Alex (Chen Yu-Ming),FunPlus Phoenix,Tencent LoL Pro League,2018,Summer,33
Ali (Liu Xu-Dong),QG Reapers,Tencent LoL Pro League,2017,Spring,20
Alielie,Oh My God,Tencent LoL Pro League,2021,Spring,6
Aliez (Huang Hao),Oh My God,Tencent LoL Pro League,2020,Summer,1
Aliez (Huang Hao),Ultra Prime,Tencent LoL Pro League,2022,Spring,17
Aliez (Huang Hao),Victory Five,Tencent LoL Pro League,2019,Summer,7
Aliez (Huang Hao),Victory Five,Tencent LoL Pro League,2020,Spring,28
Aliez (Huang Hao),Victory Five,Tencent LoL Pro League,2021,Summer,22
ALL IN,Afreeca Freecs,LoL Champions Korea,2020,Spring,13
Alone (Wang Zi-Jun),QG Reapers,Tencent LoL Pro League,2017,Spring,28
Aluka,Team WE,Tencent LoL Pro League,2015,Spring,44
Aluka,Team WE,Tencent LoL Pro League,2015,Summer,44
Amazing (Liu Shi-Yu),Oh My God,Tencent LoL Pro League,2015,Summer,42
AmazingJ,Bilibili Gaming,Tencent LoL Pro League,2018,Spring,43
AmazingJ,Bilibili Gaming,Tencent LoL Pro League,2018,Summer,48
AmazingJ,EDward Gaming,Tencent LoL Pro League,2015,Summer,14
AmazingJ,Energy Pacemaker,Tencent LoL Pro League,2015,Spring,44
AmazingJ,I May,Tencent LoL Pro League,2016,Summer,37
AmazingJ,I May,Tencent LoL Pro League,2017,Spring,39
AmazingJ,I May,Tencent LoL Pro League,2017,Summer,38
AmazingJ,Royal Never Give Up,Tencent LoL Pro League,2019,Spring,26
Ambition,Gen.G,LoL Champions Korea,2018,Summer,26
Ambition,KSV eSports,LoL Champions Korea,2018,Spring,27
Ambition,Samsung Galaxy,LoL Champions Korea,2016,Spring,44
Ambition,Samsung Galaxy,LoL Champions Korea,2016,Summer,40
Ambition,Samsung Galaxy,LoL Champions Korea,2017,Spring,12
Ambition,Samsung Galaxy,LoL Champions Korea,2017,Summer,37
Andil,Kwangdong Freecs,LoL Champions Korea,2023,Summer,20
Andil,Kwangdong Freecs,LoL Champions Korea,2024,Spring,36
Andil,Kwangdong Freecs,LoL Champions Korea,2024,Summer,40
Andy (Zhang Jie),Snake Esports,Tencent LoL Pro League,2019,Spring,4
Angel (Xiang Tao),Ninjas in Pyjamas.CN,Tencent LoL Pro League,2023,Summer,36
Angel (Xiang Tao),Oh My God,Tencent LoL Pro League,2024,Spring,34
Angel (Xiang Tao),Oh My God,Tencent LoL Pro League,2024,Summer,17
Angel (Xiang Tao),Oh My God,Tencent LoL Pro League,2024,Summer Placements,11
Angel (Xiang Tao),Royal Never Give Up,Tencent LoL Pro League,2023,Spring,28
Angel (Xiang Tao),Suning,Tencent LoL Pro League,2018,Summer,32
Angel (Xiang Tao),Suning,Tencent LoL Pro League,2019,Spring,8
Angel (Xiang Tao),Suning,Tencent LoL Pro League,2019,Summer,17
Angel (Xiang Tao),Suning,Tencent LoL Pro League,2020,Spring,41
Angel (Xiang Tao),Suning,Tencent LoL Pro League,2020,Summer,42
Angel (Xiang Tao),Suning,Tencent LoL Pro League,2021,Spring,33
Angel (Xiang Tao),Suning,Tencent LoL Pro League,2021,Summer,42
Angel (Xiang Tao),Weibo Gaming,Tencent LoL Pro League,2022,Spring,39
Angel (Xiang Tao),Weibo Gaming,Tencent LoL Pro League,2022,Summer,41
Ao,Team King,Tencent LoL Pro League,2015,Summer,2
Aodi,EDward Gaming,Tencent LoL Pro League,2020,Spring,20
Aodi,EDward Gaming,Tencent LoL Pro League,2020,Summer,20
Aodi,Vici Gaming,Tencent LoL Pro League,2018,Summer,41
Aodi,Victory Five,Tencent LoL Pro League,2021,Spring,6
Aria (Lee Ga-eul),KT Rolster,LoL Champions Korea,2022,Spring,29
Aria (Lee Ga-eul),KT Rolster,LoL Champions Korea,2022,Summer,9
Aries (Lee Chae-hwan),bbq Olivers,LoL Champions Korea,2018,Summer,4
Aries (Lee Chae-hwan),DAMWON Gaming,LoL Champions Korea,2019,Spring,1
Aris,LGD Gaming,Tencent LoL Pro League,2019,Spring,4
Arrow,KT Rolster,LoL Champions Korea,2016,Spring,43
Arrow,KT Rolster,LoL Champions Korea,2016,Summer,44
Arthur (Park Mi-reu),Hanwha Life Esports,LoL Champions Korea,2021,Spring,27
Arthur (Park Mi-reu),Hanwha Life Esports,LoL Champions Korea,2021,Summer,16
As6,Victory Five,Tencent LoL Pro League,2020,Spring,9
Asper,Hanwha Life Esports,LoL Champions Korea,2018,Summer,1
Assassin,Team King,Tencent LoL Pro League,2015,Spring,44
Assum,LGD Gaming,Tencent LoL Pro League,2022,Summer,39
Assum,Rare Atom,Tencent LoL Pro League,2023,Spring,40
Assum,Rare Atom,Tencent LoL Pro League,2023,Summer,37
Assum,Rare Atom,Tencent LoL Pro League,2024,Spring,38
Assum,Rare Atom,Tencent LoL Pro League,2024,Summer,16
Assum,Rare Atom,Tencent LoL Pro League,2024,Summer Placements,14
Asura (Lu Qi),LNG Esports,Tencent LoL Pro League,2019,Summer,36
Asura (Lu Qi),LNG Esports,Tencent LoL Pro League,2020,Spring,26
Asura (Lu Qi),Snake Esports,Tencent LoL Pro League,2019,Spring,38
Athena,Bilibili Gaming,Tencent LoL Pro League,2018,Spring,31
Athena,Bilibili Gaming,Tencent LoL Pro League,2018,Summer,11
Athena,EDward Gaming,Tencent LoL Pro League,2016,Spring,10
Athena,I May,Tencent LoL Pro League,2016,Summer,20
Athena,I May,Tencent LoL Pro League,2017,Spring,39
Athena,I May,Tencent LoL Pro League,2017,Summer,38
Audi,EDward Gaming,Tencent LoL Pro League,2017,Summer,5
Avoidless,I May,Tencent LoL Pro League,2016,Summer,28
Avoidless,Suning,Tencent LoL Pro League,2017,Summer,9
BaBi9,Suning,Tencent LoL Pro League,2019,Spring,1
badeMan,LGD Gaming,Tencent LoL Pro League,2019,Summer,17
BaeMe,EDward Gaming,Tencent LoL Pro League,2015,Summer,17
BaeMe,I May,Tencent LoL Pro League,2016,Summer,17
BAKA (Lu Fan),Snake Esports,Tencent LoL Pro League,2015,Spring,44
Banana (Guo Yu-Tong),LGD Gaming,Tencent LoL Pro League,2017,Summer,10
Bananafish,Suning,Tencent LoL Pro League,2017,Summer,4
Bang,Afreeca Freecs,LoL Champions Korea,2021,Spring,42
Bang,SK Telecom T1,LoL Champions Korea,2016,Spring,41
Bang,SK Telecom T1,LoL Champions Korea,2016,Summer,41
Bang,SK Telecom T1,LoL Champions Korea,2017,Spring,42
Bang,SK Telecom T1,LoL Champions Korea,2017,Summer,41
Bang,SK Telecom T1,LoL Champions Korea,2018,Spring,46
Bang,SK Telecom T1,LoL Champions Korea,2018,Summer,41
BAO (Jeong Hyeon-woo),DRX,LoL Champions Korea,2021,Spring,47
BAO (Jeong Hyeon-woo),DRX,LoL Champions Korea,2021,Summer,19
Baolan,Invictus Gaming,Tencent LoL Pro League,2016,Summer,13
Baolan,Invictus Gaming,Tencent LoL Pro League,2018,Spring,42
Baolan,Invictus Gaming,Tencent LoL Pro League,2018,Summer,48
Baolan,Invictus Gaming,Tencent LoL Pro League,2019,Spring,35
Baolan,Invictus Gaming,Tencent LoL Pro League,2019,Summer,33
Baolan,Invictus Gaming,Tencent LoL Pro League,2020,Summer,16
Baolan,Invictus Gaming,Tencent LoL Pro League,2021,Spring,13
Baolan,Invictus Gaming,Tencent LoL Pro League,2021,Summer,4
Baolan,Rare Atom,Tencent LoL Pro League,2023,Summer,9
Baolan,Ultra Prime,Tencent LoL Pro League,2023,Spring,37
Barrett,JD Gaming,Tencent LoL Pro League,2017,Summer,8
Baut,Hanwha Life Esports,LoL Champions Korea,2022,Spring,5
Bay,Nongshim RedForce,LoL Champions Korea,2021,Spring,42
Baybay,Royal Never Give Up,Tencent LoL Pro League,2017,Spring,4
BBD,EDward Gaming,Tencent LoL Pro League,2020,Summer,5
Bdd,CJ Entus,LoL Champions Korea,2016,Spring,22
Bdd,CJ Entus,LoL Champions Korea,2016,Summer,27
Bdd,Gen.G,LoL Champions Korea,2020,Spring,44
Bdd,Gen.G,LoL Champions Korea,2020,Summer,43
Bdd,Gen.G,LoL Champions Korea,2021,Spring,41
Bdd,Gen.G,LoL Champions Korea,2021,Summer,46
Bdd,Kingzone DragonX,LoL Champions Korea,2018,Spring,40
Bdd,Kingzone DragonX,LoL Champions Korea,2018,Summer,43
Bdd,KT Rolster,LoL Champions Korea,2019,Spring,42
Bdd,KT Rolster,LoL Champions Korea,2019,Summer,44
Bdd,KT Rolster,LoL Champions Korea,2023,Spring,43
Bdd,KT Rolster,LoL Champions Korea,2023,Summer,40
Bdd,KT Rolster,LoL Champions Korea,2024,Spring,44
Bdd,KT Rolster,LoL Champions Korea,2024,Summer,44
Bdd,Longzhu Gaming,LoL Champions Korea,2017,Summer,44
Bdd,Nongshim RedForce,LoL Champions Korea,2022,Spring,40
Bdd,Nongshim RedForce,LoL Champions Korea,2022,Summer,42
Beast (Kim Joo-hyun),Snake Esports,Tencent LoL Pro League,2015,Spring,44
Beast (Kim Joo-hyun),Snake Esports,Tencent LoL Pro League,2015,Summer,28
Becca (Son Min-woo),DRX,LoL Champions Korea,2021,Spring,47
Becca (Son Min-woo),DRX,LoL Champions Korea,2021,Summer,19
Bei,Oh My God,Tencent LoL Pro League,2016,Spring,1
bei,Oh My God,Tencent LoL Pro League,2016,Summer,3
Beichuan,FunPlus Phoenix,Tencent LoL Pro League,2021,Spring,14
Beichuan,FunPlus Phoenix,Tencent LoL Pro League,2022,Spring,12
Beichuan,ThunderTalk Gaming,Tencent LoL Pro League,2022,Summer,41
Beichuan,ThunderTalk Gaming,Tencent LoL Pro League,2023,Spring,36
Beichuan,ThunderTalk Gaming,Tencent LoL Pro League,2023,Summer,36
Beichuan,ThunderTalk Gaming,Tencent LoL Pro League,2024,Spring,37
Beichuan,ThunderTalk Gaming,Tencent LoL Pro League,2024,Summer,15
Beichuan,ThunderTalk Gaming,Tencent LoL Pro League,2024,Summer Placements,14
beishang,Invictus Gaming,Tencent LoL Pro League,2023,Summer,7
beishang,Team WE,Tencent LoL Pro League,2019,Spring,26
beishang,Team WE,Tencent LoL Pro League,2019,Summer,37
beishang,Team WE,Tencent LoL Pro League,2020,Spring,41
beishang,Team WE,Tencent LoL Pro League,2020,Summer,43
beishang,Team WE,Tencent LoL Pro League,2021,Spring,36
beishang,Team WE,Tencent LoL Pro League,2021,Summer,40
beishang,Team WE,Tencent LoL Pro League,2022,Spring,25
beishang,Team WE,Tencent LoL Pro League,2022,Summer,22
Ben,Afreeca Freecs,LoL Champions Korea,2020,Spring,2
Ben,Afreeca Freecs,LoL Champions Korea,2020,Summer,39
Ben,Invictus Gaming,Tencent LoL Pro League,2016,Summer,4
Ben,Team WE,Tencent LoL Pro League,2017,Spring,32
Ben,Team WE,Tencent LoL Pro League,2017,Summer,37
Ben,Team WE,Tencent LoL Pro League,2018,Spring,17
Ben,Team WE,Tencent LoL Pro League,2018,Summer,11
Ben,Top Esports,Tencent LoL Pro League,2019,Summer,29
Ben,Topsports Gaming,Tencent LoL Pro League,2019,Spring,33
Ben4,I May,Tencent LoL Pro League,2017,Spring,26
Ben4,I May,Tencent LoL Pro League,2017,Summer,4
Ben4,Victory Five,Tencent LoL Pro League,2019,Spring,23
Ben4,Victory Five,Tencent LoL Pro League,2019,Summer,35
Bengi,SK Telecom T1,LoL Champions Korea,2016,Spring,17
Bengi,SK Telecom T1,LoL Champions Korea,2016,Summer,14
Bengi,Vici Gaming,Tencent LoL Pro League,2017,Spring,35
BeryL,DAMWON Gaming,LoL Champions Korea,2019,Spring,13
BeryL,DAMWON Gaming,LoL Champions Korea,2019,Summer,43
BeryL,DAMWON Gaming,LoL Champions Korea,2020,Spring,30
BeryL,DAMWON Gaming,LoL Champions Korea,2020,Summer,39
BeryL,DRX,LoL Champions Korea,2022,Spring,40
BeryL,DRX,LoL Champions Korea,2022,Summer,45
BeryL,DRX,LoL Champions Korea,2023,Spring,44
BeryL,DRX,LoL Champions Korea,2023,Summer,43
BeryL,DWG KIA,LoL Champions Korea,2021,Spring,43
BeryL,DWG KIA,LoL Champions Korea,2021,Summer,43
BeryL,KT Rolster,LoL Champions Korea,2024,Spring,44
BeryL,KT Rolster,LoL Champions Korea,2024,Summer,44
Betty,Anyone's Legend,Tencent LoL Pro League,2022,Spring,40
Betty,Anyone's Legend,Tencent LoL Pro League,2022,Summer,37
Betty,Anyone's Legend,Tencent LoL Pro League,2023,Spring,41
Betty,Rogue Warriors,Tencent LoL Pro League,2021,Spring,17
Betty,Rogue Warriors,Tencent LoL Pro League,2021,Summer,30
Betty,Royal Never Give Up,Tencent LoL Pro League,2020,Spring,38
Betty,Royal Never Give Up,Tencent LoL Pro League,2020,Summer,18
Beyond (Kim Kyu-seok),MVP,LoL Champions Korea,2016,Summer,41
Beyond (Kim Kyu-seok),MVP,LoL Champions Korea,2017,Spring,45
Beyond (Kim Kyu-seok),MVP,LoL Champions Korea,2017,Summer,42
Beyond (Kim Kyu-seok),MVP,LoL Champions Korea,2018,Spring,40
Beyond (Kim Kyu-seok),Team Dynamics,LoL Champions Korea,2020,Summer,44
Bible,Dplus Kia,LoL Champions Korea,2023,Summer,13
Bible,DWG KIA,LoL Champions Korea,2022,Summer,5
Bin (Chen Ze-Bin),Bilibili Gaming,Tencent LoL Pro League,2022,Summer,42
Bin (Chen Ze-Bin),Bilibili Gaming,Tencent LoL Pro League,2023,Spring,42
Bin (Chen Ze-Bin),Bilibili Gaming,Tencent LoL Pro League,2023,Summer,37
Bin (Chen Ze-Bin),Bilibili Gaming,Tencent LoL Pro League,2024,Spring,35
Bin (Chen Ze-Bin),Bilibili Gaming,Tencent LoL Pro League,2024,Summer,22
Bin (Chen Ze-Bin),Bilibili Gaming,Tencent LoL Pro League,2024,Summer Placements,14
Bin (Chen Ze-Bin),Royal Never Give Up,Tencent LoL Pro League,2022,Spring,39
Bin (Chen Ze-Bin),Suning,Tencent LoL Pro League,2020,Spring,19
Bin (Chen Ze-Bin),Suning,Tencent LoL Pro League,2020,Summer,42
Bin (Chen Ze-Bin),Suning,Tencent LoL Pro League,2021,Spring,33
Bin (Chen Ze-Bin),Suning,Tencent LoL Pro League,2021,Summer,42
bing (Feng Jin-Wei),FunPlus Phoenix,Tencent LoL Pro League,2018,Spring,31
Biubiu,Bilibili Gaming,Tencent LoL Pro League,2021,Spring,38
Biubiu,Bilibili Gaming,Tencent LoL Pro League,2021,Summer,41
Biubiu,Suning,Tencent LoL Pro League,2019,Spring,4
Biubiu,Suning,Tencent LoL Pro League,2019,Summer,17
Biubiu,Suning,Tencent LoL Pro League,2020,Spring,22
Biubiu,Team WE,Tencent LoL Pro League,2022,Spring,40
Biubiu,Team WE,Tencent LoL Pro League,2022,Summer,27
Biubiu,Team WE,Tencent LoL Pro League,2023,Spring,40
Biubiu,Victory Five,Tencent LoL Pro League,2020,Summer,41
bkr,Rare Atom,Tencent LoL Pro League,2023,Spring,4
Blackloli,EDward Gaming,Tencent LoL Pro League,2015,Spring,2
Blanc (Jin Seong-min),Jin Air Green Wings,LoL Champions Korea,2016,Summer,8
Blank (Kang Sun-gu),KT Rolster,LoL Champions Korea,2021,Spring,17
Blank (Kang Sun-gu),KT Rolster,LoL Champions Korea,2021,Summer,41
Blank (Kang Sun-gu),SK Telecom T1,LoL Champions Korea,2016,Spring,24
Blank (Kang Sun-gu),SK Telecom T1,LoL Champions Korea,2016,Summer,27
Blank (Kang Sun-gu),SK Telecom T1,LoL Champions Korea,2017,Spring,6
Blank (Kang Sun-gu),SK Telecom T1,LoL Champions Korea,2017,Summer,17
Blank (Kang Sun-gu),SK Telecom T1,LoL Champions Korea,2018,Spring,24
Blank (Kang Sun-gu),SK Telecom T1,LoL Champions Korea,2018,Summer,39
Blank (Kang Sun-gu),Star Horn Royal Club,Tencent LoL Pro League,2015,Spring,8
Bless (Choi Hyeon-woong),bbq Olivers,LoL Champions Korea,2017,Spring,44
Bless (Choi Hyeon-woong),bbq Olivers,LoL Champions Korea,2017,Summer,45
Bless (Choi Hyeon-woong),ESC Ever,LoL Champions Korea,2016,Summer,45
bless (Xiang Yi-Tong),Dominus Esports,Tencent LoL Pro League,2020,Spring,4
bless (Xiang Yi-Tong),ThunderTalk Gaming,Tencent LoL Pro League,2021,Spring,7
Blessing,Nongshim RedForce,LoL Champions Korea,2022,Spring,1
Blossom (Park Beom-chan),SK Telecom T1,LoL Champions Korea,2018,Spring,18
Blossom (Park Beom-chan),SK Telecom T1,LoL Champions Korea,2018,Summer,5
Bo,FunPlus Phoenix,Tencent LoL Pro League,2021,Spring,10
Bonnie,FunPlus Phoenix,Tencent LoL Pro League,2023,Summer,2
Bonnie,KT Rolster,LoL Champions Korea,2021,Spring,6
Bono (Kim Gi-beom),bbq Olivers,LoL Champions Korea,2018,Spring,8
Bono (Kim Gi-beom),bbq Olivers,LoL Champions Korea,2018,Summer,7
bonO (Kim Gi-beom),Hanwha Life Esports,LoL Champions Korea,2019,Spring,38
bonO (Kim Gi-beom),Hanwha Life Esports,LoL Champions Korea,2019,Summer,37
bonO (Kim Gi-beom),KT Rolster,LoL Champions Korea,2020,Spring,41
bonO (Kim Gi-beom),KT Rolster,LoL Champions Korea,2020,Summer,33
BoriSal,Qiao Gu Reapers,Tencent LoL Pro League,2016,Spring,7
Brain,Suning,Tencent LoL Pro League,2017,Summer,4
Breathe,Bilibili Gaming,Tencent LoL Pro League,2022,Spring,44
Breathe,Royal Never Give Up,Tencent LoL Pro League,2022,Summer,43
Breathe,Royal Never Give Up,Tencent LoL Pro League,2023,Spring,37
Breathe,Royal Never Give Up,Tencent LoL Pro League,2023,Summer,40
Breathe,Royal Never Give Up,Tencent LoL Pro League,2024,Spring,36
Breathe,Team WE,Tencent LoL Pro League,2021,Spring,36
Breathe,Team WE,Tencent LoL Pro League,2021,Summer,40
Breathe,Weibo Gaming,Tencent LoL Pro League,2024,Summer,18
Breathe,Weibo Gaming,Tencent LoL Pro League,2024,Summer Placements,19
Bright,Oh My God,Tencent LoL Pro League,2019,Spring,2
Bright,Oh My God,Tencent LoL Pro League,2021,Spring,2
Brook (Lee Jang-hoon),Afreeca Freecs,LoL Champions Korea,2019,Spring,6
Brook (Lee Jang-hoon),Hanwha Life Esports,LoL Champions Korea,2018,Summer,1
Bubbling,CJ Entus,LoL Champions Korea,2016,Spring,46
Bubbling,CJ Entus,LoL Champions Korea,2016,Summer,1
Bull,Kwangdong Freecs,LoL Champions Korea,2024,Spring,39
BuLLDoG (Lee Tae-young),Kwangdong Freecs,LoL Champions Korea,2023,Spring,45
BuLLDoG (Lee Tae-young),Kwangdong Freecs,LoL Champions Korea,2023,Summer,38
BuLLDoG (Lee Tae-young),Kwangdong Freecs,LoL Champions Korea,2024,Spring,43
BuLLDoG (Lee Tae-young),Kwangdong Freecs,LoL Champions Korea,2024,Summer,44
Bunny,Royal Never Give Up,Tencent LoL Pro League,2023,Spring,6
Burdol,DWG KIA,LoL Champions Korea,2022,Spring,36
Burdol,Gen.G,LoL Champions Korea,2021,Summer,6
Burdol,LGD Gaming,Tencent LoL Pro League,2024,Spring,40
Burdol,LGD Gaming,Tencent LoL Pro League,2024,Summer,19
Burdol,LGD Gaming,Tencent LoL Pro League,2024,Summer Placements,14
Burdol,Liiv SANDBOX,LoL Champions Korea,2023,Spring,47
Burdol,Liiv SANDBOX,LoL Champions Korea,2023,Summer,23
Bvoy,JD Gaming,Tencent LoL Pro League,2019,Spring,6
CaD,Hanwha Life Esports,LoL Champions Korea,2020,Summer,16
Calix (Syun Hyun-bin),Nongshim RedForce,LoL Champions Korea,2024,Spring,2
Calix (Syun Hyun-bin),Nongshim RedForce,LoL Champions Korea,2024,Summer,6
Callme,Nongshim RedForce,LoL Champions Korea,2023,Spring,4
Callme,Nongshim RedForce,LoL Champions Korea,2024,Spring,35
Callme,Nongshim RedForce,LoL Champions Korea,2024,Summer,1
can,Bilibili Gaming,Tencent LoL Pro League,2022,Summer,14
Candy (Tang Xin),Masters 3,Tencent LoL Pro League,2015,Spring,36
Candyseven,QG Reapers,Tencent LoL Pro League,2017,Spring,8
Canna,Dplus Kia,LoL Champions Korea,2023,Spring,40
Canna,Dplus Kia,LoL Champions Korea,2023,Summer,40
Canna,Nongshim RedForce,LoL Champions Korea,2022,Spring,41
Canna,Nongshim RedForce,LoL Champions Korea,2022,Summer,42
Canna,T1,LoL Champions Korea,2020,Spring,40
Canna,T1,LoL Champions Korea,2020,Summer,42
Canna,T1,LoL Champions Korea,2021,Spring,25
Canna,T1,LoL Champions Korea,2021,Summer,44
Canyon,DAMWON Gaming,LoL Champions Korea,2019,Spring,28
Canyon,DAMWON Gaming,LoL Champions Korea,2019,Summer,43
