PlayerLink,Team,League,Year,Split,Games
Effort,Liiv SANDBOX,LoL Champions Korea,2021,Spring,40
Effort,Liiv SANDBOX,LoL Champions Korea,2021,Summer,47
Effort,Nongshim RedForce,LoL Champions Korea,2022,Spring,14
Effort,Nongshim RedForce,LoL Champions Korea,2022,Summer,22
Effort,OKSavingsBank BRION,LoL Champions Korea,2023,Summer,45
Effort,OKSavingsBank BRION,LoL Champions Korea,2024,Spring,14
Effort,SK Telecom T1,LoL Champions Korea,2018,Spring,19
Effort,SK Telecom T1,LoL Champions Korea,2018,Summer,38
Effort,SK Telecom T1,LoL Champions Korea,2019,Summer,27
Effort,T1,LoL Champions Korea,2020,Spring,44
Effort,T1,LoL Champions Korea,2020,Summer,40
Eimy,LGD Gaming,Tencent LoL Pro League,2016,Spring,24
Eimy,LGD Gaming,Tencent LoL Pro League,2016,Summer,26
Eimy,LGD Gaming,Tencent LoL Pro League,2017,Spring,28
Eimy,LGD Gaming,Tencent LoL Pro League,2017,Summer,39
Eimy,LGD Gaming,Tencent LoL Pro League,2018,Spring,31
Eimy,LGD Gaming,Tencent LoL Pro League,2018,Summer,43
Eimy,LGD Gaming,Tencent LoL Pro League,2019,Summer,5
Eimy,Unlimited Potential,Tencent LoL Pro League,2015,Summer,44
Elk,Bilibili Gaming,Tencent LoL Pro League,2023,Spring,42
Elk,Bilibili Gaming,Tencent LoL Pro League,2023,Summer,37
Elk,Bilibili Gaming,Tencent LoL Pro League,2024,Spring,35
Elk,Bilibili Gaming,Tencent LoL Pro League,2024,Summer,22
Elk,Bilibili Gaming,Tencent LoL Pro League,2024,Summer Placements,14
Elk,Team WE,Tencent LoL Pro League,2021,Summer,39
Elk,Ultra Prime,Tencent LoL Pro League,2022,Spring,41
Elk,Ultra Prime,Tencent LoL Pro League,2022,Summer,38
Ella,Ever8 Winners,LoL Champions Korea,2017,Summer,29
Ella,Snake Esports,Tencent LoL Pro League,2015,Spring,44
Ella,Snake Esports,Tencent LoL Pro League,2015,Summer,44
Ella,Snake Esports,Tencent LoL Pro League,2016,Spring,41
Ella,Snake Esports,Tencent LoL Pro League,2016,Summer,1
Ellim,Kwangdong Freecs,LoL Champions Korea,2022,Spring,42
Ellim,Kwangdong Freecs,LoL Champions Korea,2022,Summer,42
Ellim,T1,LoL Champions Korea,2020,Spring,9
Ellim,T1,LoL Champions Korea,2020,Summer,7
Ellim,T1,LoL Champions Korea,2021,Spring,22
Emperor (Kim Jin-hyun),Longzhu Gaming,LoL Champions Korea,2016,Summer,8
Endless (Xu Hao),Vici Gaming,Tencent LoL Pro League,2015,Summer,32
Endless (Xu Hao),Vici Gaming,Tencent LoL Pro League,2016,Spring,40
Endless (Xu Hao),Vici Gaming,Tencent LoL Pro League,2016,Summer,19
Endless (Xu Hao),Vici Gaming,Tencent LoL Pro League,2017,Spring,20
Envyy,LGD Gaming,Tencent LoL Pro League,2023,Summer,21
Envyy,Liiv SANDBOX,LoL Champions Korea,2022,Spring,9
Envyy,Liiv SANDBOX,LoL Champions Korea,2023,Spring,47
Envyy,OKSavingsBank BRION,LoL Champions Korea,2024,Spring,35
Envyy,OKSavingsBank BRION,LoL Champions Korea,2024,Summer,29
Eric (He Qiang),LGD Gaming,Tencent LoL Pro League,2022,Spring,42
Eric (He Qiang),LGD Gaming,Tencent LoL Pro League,2022,Summer,3
Eric (He Qiang),Oh My God,Tencent LoL Pro League,2020,Summer,7
Eric (He Qiang),Oh My God,Tencent LoL Pro League,2021,Spring,37
Execute,BNK FEARX,LoL Champions Korea,2024,Summer,11
Execute,FearX,LoL Champions Korea,2024,Spring,43
Expession,Longzhu Gaming,LoL Champions Korea,2016,Spring,26
Expession,Longzhu Gaming,LoL Champions Korea,2016,Summer,41
Expession,Longzhu Gaming,LoL Champions Korea,2017,Spring,45
Fage,DAN Gaming,Tencent LoL Pro League,2017,Summer,7
Fage,Topsports Gaming,Tencent LoL Pro League,2018,Spring,19
Faker,SK Telecom T1,LoL Champions Korea,2016,Spring,40
Faker,SK Telecom T1,LoL Champions Korea,2016,Summer,41
Faker,SK Telecom T1,LoL Champions Korea,2017,Spring,42
Faker,SK Telecom T1,LoL Champions Korea,2017,Summer,41
Faker,SK Telecom T1,LoL Champions Korea,2018,Spring,46
Faker,SK Telecom T1,LoL Champions Korea,2018,Summer,25
Faker,SK Telecom T1,LoL Champions Korea,2019,Spring,44
Faker,SK Telecom T1,LoL Champions Korea,2019,Summer,42
Faker,T1,LoL Champions Korea,2020,Spring,44
Faker,T1,LoL Champions Korea,2020,Summer,28
Faker,T1,LoL Champions Korea,2021,Spring,23
Faker,T1,LoL Champions Korea,2021,Summer,44
Faker,T1,LoL Champions Korea,2022,Spring,43
Faker,T1,LoL Champions Korea,2022,Summer,44
Faker,T1,LoL Champions Korea,2023,Spring,43
Faker,T1,LoL Champions Korea,2023,Summer,24
Faker,T1,LoL Champions Korea,2024,Spring,40
Faker,T1,LoL Champions Korea,2024,Summer,44
Fan (Liu Yi-Fan),LGD Gaming,Tencent LoL Pro League,2015,Summer,4
FATE (Yoo Su-hyeok),DRX,LoL Champions Korea,2023,Spring,44
FATE (Yoo Su-hyeok),DRX,LoL Champions Korea,2023,Summer,34
FATE (Yoo Su-hyeok),Kwangdong Freecs,LoL Champions Korea,2022,Spring,42
FATE (Yoo Su-hyeok),Kwangdong Freecs,LoL Champions Korea,2022,Summer,42
FATE (Yoo Su-hyeok),Liiv SANDBOX,LoL Champions Korea,2021,Spring,40
FATE (Yoo Su-hyeok),Liiv SANDBOX,LoL Champions Korea,2021,Summer,47
FATE (Yoo Su-hyeok),OKSavingsBank BRION,LoL Champions Korea,2024,Summer,19
FATE (Yoo Su-hyeok),SANDBOX Gaming,LoL Champions Korea,2020,Spring,7
FATE (Yoo Su-hyeok),SANDBOX Gaming,LoL Champions Korea,2020,Summer,33
Fdy,LGD Gaming,Tencent LoL Pro League,2018,Spring,26
Fdy,LGD Gaming,Tencent LoL Pro League,2018,Summer,6
fearness,FunPlus Phoenix,Tencent LoL Pro League,2023,Spring,15
fearness,LGD Gaming,Tencent LoL Pro League,2021,Summer,20
fearness,LGD Gaming,Tencent LoL Pro League,2022,Spring,38
fearness,LGD Gaming,Tencent LoL Pro League,2022,Summer,35
fearness,LGD Gaming,Tencent LoL Pro League,2023,Summer,22
Feather,Rare Atom,Tencent LoL Pro League,2023,Summer,28
Feather,ThunderTalk Gaming,Tencent LoL Pro League,2024,Summer,15
Feather,ThunderTalk Gaming,Tencent LoL Pro League,2024,Summer Placements,9
Feisty,Fredit BRION,LoL Champions Korea,2022,Spring,2
Feisty,KT Rolster,LoL Champions Korea,2023,Summer,1
Fenfen,eStar (Chinese Team),Tencent LoL Pro League,2020,Summer,38
Fenfen,LGD Gaming,Tencent LoL Pro League,2020,Spring,5
Fenfen,LNG Esports,Tencent LoL Pro League,2019,Summer,5
Fenfen,Snake Esports,Tencent LoL Pro League,2019,Spring,13
fenfen,Suning,Tencent LoL Pro League,2017,Summer,29
fenfen,Suning,Tencent LoL Pro League,2018,Summer,15
FIESTA (An Hyeon-seo),Nongshim RedForce,LoL Champions Korea,2022,Spring,5
FIESTA (An Hyeon-seo),Nongshim RedForce,LoL Champions Korea,2023,Spring,38
FIESTA (An Hyeon-seo),Nongshim RedForce,LoL Champions Korea,2023,Summer,31
FIESTA (An Hyeon-seo),Nongshim RedForce,LoL Champions Korea,2024,Spring,7
Fireloli,EDward Gaming,Tencent LoL Pro League,2016,Spring,3
Fireloli,EDward Gaming,Tencent LoL Pro League,2017,Spring,36
Fireloli,Oh My God,Tencent LoL Pro League,2018,Spring,15
FireRain,Vici Gaming,Tencent LoL Pro League,2018,Spring,5
FireRain,Vici Gaming,Tencent LoL Pro League,2018,Summer,32
Firetrap,ESC Ever,LoL Champions Korea,2016,Summer,1
Fishball,DAN Gaming,Tencent LoL Pro League,2017,Summer,4
FishBall,Oh My God,Tencent LoL Pro League,2016,Spring,5
Fisher (Lee Jeong-tae),EDward Gaming,Tencent LoL Pro League,2023,Summer,2
Fisher (Lee Jeong-tae),EDward Gaming,Tencent LoL Pro League,2024,Spring,33
Fisher (Lee Jeong-tae),Nongshim RedForce,LoL Champions Korea,2024,Summer,33
five,Oh My God,Tencent LoL Pro League,2016,Spring,36
five,Oh My God,Tencent LoL Pro League,2016,Summer,38
Five,Oh My God,Tencent LoL Pro League,2017,Spring,37
Five,Oh My God,Tencent LoL Pro League,2017,Summer,39
Five,Oh My God,Tencent LoL Pro League,2018,Spring,36
Five,Oh My God,Tencent LoL Pro League,2018,Summer,46
Five,Oh My God,Tencent LoL Pro League,2019,Spring,32
Five,Oh My God,Tencent LoL Pro League,2019,Summer,11
Flame,DAMWON Gaming,LoL Champions Korea,2019,Spring,12
Flame,DAMWON Gaming,LoL Champions Korea,2019,Summer,2
Flame,LGD Gaming,Tencent LoL Pro League,2015,Spring,16
Flame,LGD Gaming,Tencent LoL Pro League,2015,Summer,17
Flame,Longzhu Gaming,LoL Champions Korea,2016,Spring,17
Flandre,EDward Gaming,Tencent LoL Pro League,2021,Spring,36
Flandre,EDward Gaming,Tencent LoL Pro League,2021,Summer,35
Flandre,EDward Gaming,Tencent LoL Pro League,2022,Spring,25
Flandre,EDward Gaming,Tencent LoL Pro League,2022,Summer,38
Flandre,JD Gaming,Tencent LoL Pro League,2024,Spring,25
Flandre,JD Gaming,Tencent LoL Pro League,2024,Summer Placements,6
Flandre,LNG Esports,Tencent LoL Pro League,2019,Summer,36
Flandre,LNG Esports,Tencent LoL Pro League,2020,Spring,33
Flandre,LNG Esports,Tencent LoL Pro League,2020,Summer,21
Flandre,Snake Esports,Tencent LoL Pro League,2015,Spring,44
Flandre,Snake Esports,Tencent LoL Pro League,2015,Summer,44
Flandre,Snake Esports,Tencent LoL Pro League,2016,Spring,41
Flandre,Snake Esports,Tencent LoL Pro League,2016,Summer,38
Flandre,Snake Esports,Tencent LoL Pro League,2017,Spring,38
Flandre,Snake Esports,Tencent LoL Pro League,2017,Summer,41
Flandre,Snake Esports,Tencent LoL Pro League,2018,Spring,45
Flandre,Snake Esports,Tencent LoL Pro League,2018,Summer,47
Flandre,Snake Esports,Tencent LoL Pro League,2019,Spring,38
Flawless,APK Prince,LoL Champions Korea,2020,Spring,43
Flawless,Gen.G,LoL Champions Korea,2021,Spring,5
Flawless,I May,Tencent LoL Pro League,2017,Spring,13
Flawless,I May,Tencent LoL Pro League,2017,Summer,11
Flawless,JD Gaming,Tencent LoL Pro League,2019,Spring,34
Flawless,JD Gaming,Tencent LoL Pro League,2019,Summer,23
Flawless,Rogue Warriors,Tencent LoL Pro League,2018,Spring,42
Flawless,Rogue Warriors,Tencent LoL Pro League,2018,Summer,37
Flawless,SBENU Sonicboom,LoL Champions Korea,2016,Spring,41
Flawless,SeolHaeOne Prince,LoL Champions Korea,2020,Summer,32
Flora,LGD Gaming,Tencent LoL Pro League,2021,Spring,4
Fly (Song Yong-jun),Afreeca Freecs,LoL Champions Korea,2020,Spring,33
Fly (Song Yong-jun),Afreeca Freecs,LoL Champions Korea,2020,Summer,41
Fly (Song Yong-jun),Afreeca Freecs,LoL Champions Korea,2021,Spring,42
Fly (Song Yong-jun),Afreeca Freecs,LoL Champions Korea,2021,Summer,46
Fly (Song Yong-jun),Gen.G,LoL Champions Korea,2018,Summer,41
Fly (Song Yong-jun),Gen.G,LoL Champions Korea,2019,Spring,39
Fly (Song Yong-jun),Gen.G,LoL Champions Korea,2019,Summer,18
Fly (Song Yong-jun),KT Rolster,LoL Champions Korea,2016,Spring,43
Fly (Song Yong-jun),KT Rolster,LoL Champions Korea,2016,Summer,44
Fly (Song Yong-jun),Longzhu Gaming,LoL Champions Korea,2017,Spring,45
FoFo,Bilibili Gaming,Tencent LoL Pro League,2020,Spring,42
FoFo,Bilibili Gaming,Tencent LoL Pro League,2020,Summer,39
FoFo,Bilibili Gaming,Tencent LoL Pro League,2022,Spring,44
FoFo,Bilibili Gaming,Tencent LoL Pro League,2022,Summer,15
FoFo,EDward Gaming,Tencent LoL Pro League,2023,Spring,39
FoFo,EDward Gaming,Tencent LoL Pro League,2023,Summer,39
FoFo,Rare Atom,Tencent LoL Pro League,2021,Spring,36
FoFo,Rare Atom,Tencent LoL Pro League,2021,Summer,41
FoFo,Team WE,Tencent LoL Pro League,2024,Spring,38
FoFo,Team WE,Tencent LoL Pro League,2024,Summer,15
FoFo,Team WE,Tencent LoL Pro League,2024,Summer Placements,14
Forge,Anyone's Legend,Tencent LoL Pro League,2022,Spring,30
Forge,Anyone's Legend,Tencent LoL Pro League,2022,Summer,35
Forge,Invictus Gaming,Tencent LoL Pro League,2019,Summer,11
Forge,Rogue Warriors,Tencent LoL Pro League,2021,Spring,34
Forge,Rogue Warriors,Tencent LoL Pro League,2021,Summer,39
Forge,Ultra Prime,Tencent LoL Pro League,2023,Spring,9
Forge,Ultra Prime,Tencent LoL Pro League,2023,Summer,28
Forge,Vici Gaming,Tencent LoL Pro League,2020,Spring,33
Forge,Vici Gaming,Tencent LoL Pro League,2020,Summer,7
frigid,ThunderTalk Gaming,Tencent LoL Pro League,2022,Spring,16
Frog (Lee Min-hoi),DRX,LoL Champions Korea,2024,Spring,2
Frog (Lee Min-hoi),DRX,LoL Champions Korea,2024,Summer,19
Frozen (Kim Tae-il),Longzhu Gaming,LoL Champions Korea,2016,Spring,10
Frozen (Kim Tae-il),Longzhu Gaming,LoL Champions Korea,2016,Summer,17
Funny,LGD Gaming,Tencent LoL Pro League,2017,Spring,22
Fury (Lee Jin-yong),Longzhu Gaming,LoL Champions Korea,2016,Spring,15
Fury (Lee Jin-yong),Longzhu Gaming,LoL Champions Korea,2016,Summer,33
Fury (Lee Jin-yong),Suning,Tencent LoL Pro League,2017,Summer,37
Fury (Lee Jin-yong),Suning,Tencent LoL Pro League,2018,Spring,48
Fury (Lee Jin-yong),Suning,Tencent LoL Pro League,2018,Summer,47
GALA,Dominus Esports,Tencent LoL Pro League,2019,Summer,36
GALA,Dominus Esports,Tencent LoL Pro League,2020,Spring,35
GALA,LNG Esports,Tencent LoL Pro League,2023,Summer,37
GALA,LNG Esports,Tencent LoL Pro League,2024,Spring,41
GALA,LNG Esports,Tencent LoL Pro League,2024,Summer,21
GALA,LNG Esports,Tencent LoL Pro League,2024,Summer Placements,15
GALA,Royal Never Give Up,Tencent LoL Pro League,2020,Summer,21
GALA,Royal Never Give Up,Tencent LoL Pro League,2021,Spring,37
GALA,Royal Never Give Up,Tencent LoL Pro League,2021,Summer,39
GALA,Royal Never Give Up,Tencent LoL Pro League,2022,Spring,39
GALA,Royal Never Give Up,Tencent LoL Pro League,2022,Summer,43
GALA,Royal Never Give Up,Tencent LoL Pro League,2023,Spring,37
GALA,SinoDragon Gaming,Tencent LoL Pro League,2019,Spring,35
Gamin,Fredit BRION,LoL Champions Korea,2022,Spring,2
Gamin,Fredit BRION,LoL Champions Korea,2022,Summer,3
Gango,KT Rolster,LoL Champions Korea,2019,Spring,16
Garvey,LGD Gaming,Tencent LoL Pro League,2019,Summer,13
Garvey,LGD Gaming,Tencent LoL Pro League,2020,Summer,1
Garvey,LGD Gaming,Tencent LoL Pro League,2021,Spring,9
Garvey,LGD Gaming,Tencent LoL Pro League,2021,Summer,17
Garvey,LGD Gaming,Tencent LoL Pro League,2022,Spring,4
Geju,Royal Never Give Up,Tencent LoL Pro League,2024,Summer,12
GENTLE,Team WE,Tencent LoL Pro League,2018,Summer,10
Ggoong,DAN Gaming,Tencent LoL Pro League,2017,Summer,31
Ggoong,Topsports Gaming,Tencent LoL Pro League,2018,Spring,32
Ggoong,Topsports Gaming,Tencent LoL Pro League,2018,Summer,19
Ghost (Jang Yong-jun),bbq Olivers,LoL Champions Korea,2017,Spring,44
Ghost (Jang Yong-jun),bbq Olivers,LoL Champions Korea,2017,Summer,45
Ghost (Jang Yong-jun),bbq Olivers,LoL Champions Korea,2018,Spring,44
Ghost (Jang Yong-jun),bbq Olivers,LoL Champions Korea,2018,Summer,39
Ghost (Jang Yong-jun),CJ Entus,LoL Champions Korea,2016,Summer,2
Ghost (Jang Yong-jun),DAMWON Gaming,LoL Champions Korea,2020,Spring,17
Ghost (Jang Yong-jun),DAMWON Gaming,LoL Champions Korea,2020,Summer,39
Ghost (Jang Yong-jun),DWG KIA,LoL Champions Korea,2021,Spring,43
Ghost (Jang Yong-jun),DWG KIA,LoL Champions Korea,2021,Summer,33
Ghost (Jang Yong-jun),Nongshim RedForce,LoL Champions Korea,2022,Spring,44
Ghost (Jang Yong-jun),Nongshim RedForce,LoL Champions Korea,2022,Summer,42
Ghost (Jang Yong-jun),SANDBOX Gaming,LoL Champions Korea,2019,Spring,44
Ghost (Jang Yong-jun),SANDBOX Gaming,LoL Champions Korea,2019,Summer,45
gideon,Invictus Gaming,Tencent LoL Pro League,2023,Spring,36
GIDEON,KT Rolster,LoL Champions Korea,2021,Spring,22
GIDEON,KT Rolster,LoL Champions Korea,2021,Summer,5
GIDEON,KT Rolster,LoL Champions Korea,2022,Spring,3
GIDEON,OKSavingsBank BRION,LoL Champions Korea,2024,Spring,37
GimGoon,Energy Pacemaker.All,Tencent LoL Pro League,2016,Spring,39
Gimgoon,FunPlus Phoenix,Tencent LoL Pro League,2018,Spring,45
GimGoon,FunPlus Phoenix,Tencent LoL Pro League,2018,Summer,46
GimGoon,FunPlus Phoenix,Tencent LoL Pro League,2019,Spring,38
GimGoon,FunPlus Phoenix,Tencent LoL Pro League,2019,Summer,33
GimGoon,FunPlus Phoenix,Tencent LoL Pro League,2020,Spring,27
GimGoon,FunPlus Phoenix,Tencent LoL Pro League,2020,Summer,13
GimGoon,Game Talents,Tencent LoL Pro League,2016,Summer,37
Gimgoon,Game Talents,Tencent LoL Pro League,2017,Spring,38
glfs,Invictus Gaming,Tencent LoL Pro League,2024,Summer,16
glfs,Invictus Gaming,Tencent LoL Pro League,2024,Summer Placements,19
GodLike,Royal Never Give Up,Tencent LoL Pro League,2015,Summer,1
GodLike,Star Horn Royal Club,Tencent LoL Pro League,2015,Spring,6
GODV (Wei Zhen),LGD Gaming,Tencent LoL Pro League,2015,Summer,44
GodV (Wei Zhen),LGD Gaming,Tencent LoL Pro League,2017,Spring,36
Gogoing,Oh My God,Tencent LoL Pro League,2015,Spring,42
Gogoing,Oh My God,Tencent LoL Pro League,2015,Summer,4
gori,FunPlus Phoenix,Tencent LoL Pro League,2022,Spring,29
Gori,Nongshim RedForce,LoL Champions Korea,2021,Summer,46
Gori,SK Telecom T1,LoL Champions Korea,2019,Summer,1
GorillA,Kingzone DragonX,LoL Champions Korea,2018,Spring,40
GorillA,Kingzone DragonX,LoL Champions Korea,2018,Summer,43
GorillA,Longzhu Gaming,LoL Champions Korea,2017,Spring,45
GorillA,Longzhu Gaming,LoL Champions Korea,2017,Summer,44
GorillA,ROX Tigers,LoL Champions Korea,2016,Spring,41
GorillA,ROX Tigers,LoL Champions Korea,2016,Summer,40
GorillA,SANDBOX Gaming,LoL Champions Korea,2020,Spring,38
GorillA,SANDBOX Gaming,LoL Champions Korea,2020,Summer,40
gosu,Hyper Youth Gaming,Tencent LoL Pro League,2016,Spring,33
Grace,Jin Air Green Wings,LoL Champions Korea,2018,Spring,36
Grace,Jin Air Green Wings,LoL Champions Korea,2018,Summer,44
Grace,Jin Air Green Wings,LoL Champions Korea,2019,Spring,33
Grace,Jin Air Green Wings,LoL Champions Korea,2019,Summer,30
Grizzly,Hanwha Life Esports,LoL Champions Korea,2023,Summer,26
GuGer,e-mFire,LoL Champions Korea,2016,Spring,18
GuGer,Kongdoo Monster,LoL Champions Korea,2016,Spring,25
GuGer,Kongdoo Monster,LoL Champions Korea,2017,Spring,41
GuGer,Nongshim RedForce,LoL Champions Korea,2024,Summer,29
GuGer,Team Dynamics,LoL Champions Korea,2020,Summer,44
Gumayusi,T1,LoL Champions Korea,2021,Spring,21
Gumayusi,T1,LoL Champions Korea,2021,Summer,25
Gumayusi,T1,LoL Champions Korea,2022,Spring,43
Gumayusi,T1,LoL Champions Korea,2022,Summer,44
Gumayusi,T1,LoL Champions Korea,2023,Spring,43
Gumayusi,T1,LoL Champions Korea,2023,Summer,42
Gumayusi,T1,LoL Champions Korea,2024,Spring,40
Gumayusi,T1,LoL Champions Korea,2024,Summer,44
Guoguo,Oh My God,Tencent LoL Pro League,2019,Summer,2
Guoguo,Snake Esports,Tencent LoL Pro League,2017,Summer,4
Guoguo,Snake Esports,Tencent LoL Pro League,2018,Spring,45
Guoguo,Snake Esports,Tencent LoL Pro League,2018,Summer,44
Guwon,T1,LoL Champions Korea,2024,Spring,2
Gyu,Snake Esports,Tencent LoL Pro League,2018,Summer,3
H4cker,eStar (Chinese Team),Tencent LoL Pro League,2021,Spring,36
H4cker,FunPlus Phoenix,Tencent LoL Pro League,2023,Spring,33
H4cker,FunPlus Phoenix,Tencent LoL Pro League,2023,Summer,35
H4cker,Oh My God,Tencent LoL Pro League,2020,Spring,38
H4cker,Oh My God,Tencent LoL Pro League,2020,Summer,41
H4cker,Suning,Tencent LoL Pro League,2017,Summer,32
H4cker,Suning,Tencent LoL Pro League,2018,Spring,36
H4cker,Suning,Tencent LoL Pro League,2018,Summer,47
H4cker,Suning,Tencent LoL Pro League,2019,Spring,22
H4cker,Suning,Tencent LoL Pro League,2019,Summer,3
H4cker,Ultra Prime,Tencent LoL Pro League,2021,Summer,39
H4cker,Ultra Prime,Tencent LoL Pro League,2022,Spring,41
H4cker,Ultra Prime,Tencent LoL Pro League,2022,Summer,38
H4cker,Ultra Prime,Tencent LoL Pro League,2024,Spring,39
H4cker,Ultra Prime,Tencent LoL Pro League,2024,Summer,16
H4cker,Ultra Prime,Tencent LoL Pro League,2024,Summer Placements,19
Hachani,KT Rolster,LoL Champions Korea,2016,Spring,40
Hachani,KT Rolster,LoL Champions Korea,2016,Summer,44
haichao,LGD Gaming,Tencent LoL Pro League,2022,Summer,23
haichao,LGD Gaming,Tencent LoL Pro League,2023,Spring,31
haichao,LGD Gaming,Tencent LoL Pro League,2023,Summer,39
haichao,LGD Gaming,Tencent LoL Pro League,2024,Spring,40
haichao,LGD Gaming,Tencent LoL Pro League,2024,Summer,19
haichao,LGD Gaming,Tencent LoL Pro League,2024,Summer Placements,14
HamBak,KT Rolster,LoL Champions Korea,2023,Summer,1
HamBak,Liiv SANDBOX,LoL Champions Korea,2022,Spring,4
Hang,FunPlus Phoenix,Tencent LoL Pro League,2022,Spring,42
Hang,FunPlus Phoenix,Tencent LoL Pro League,2022,Summer,40
Hang,LNG Esports,Tencent LoL Pro League,2023,Spring,39
Hang,LNG Esports,Tencent LoL Pro League,2023,Summer,37
Hang,LNG Esports,Tencent LoL Pro League,2024,Spring,25
Hang,LNG Esports,Tencent LoL Pro League,2024,Summer,21
Hang,LNG Esports,Tencent LoL Pro League,2024,Summer Placements,15
Hang,Rare Atom,Tencent LoL Pro League,2021,Spring,36
Hang,Rare Atom,Tencent LoL Pro League,2021,Summer,41
Hang,Vici Gaming,Tencent LoL Pro League,2020,Spring,26
Hang,Vici Gaming,Tencent LoL Pro League,2020,Summer,24
HanXuan,Newbee,Tencent LoL Pro League,2017,Summer,1
haoye,FunPlus Phoenix,Tencent LoL Pro League,2023,Spring,6
Happy,Newbee,Tencent LoL Pro League,2017,Spring,13
Happy,Newbee,Tencent LoL Pro League,2017,Summer,1
HappyY,Newbee,Tencent LoL Pro League,2016,Summer,39
Harder,Anyone's Legend,Tencent LoL Pro League,2022,Summer,2
Harder,Anyone's Legend,Tencent LoL Pro League,2023,Spring,4
Harder,Anyone's Legend,Tencent LoL Pro League,2023,Summer,26
Haro,EDward Gaming,Tencent LoL Pro League,2018,Spring,45
Haro,EDward Gaming,Tencent LoL Pro League,2018,Summer,22
Haro,EDward Gaming,Tencent LoL Pro League,2019,Spring,13
Haro,Rogue Warriors,Tencent LoL Pro League,2019,Summer,25
Haro,Rogue Warriors,Tencent LoL Pro League,2020,Spring,26
Haro,Rogue Warriors,Tencent LoL Pro League,2020,Summer,31
Haro,Rogue Warriors,Tencent LoL Pro League,2021,Spring,34
Harp,KT Rolster,LoL Champions Korea,2021,Summer,28
Haru,CJ Entus,LoL Champions Korea,2016,Summer,43
Haru,Gen.G,LoL Champions Korea,2018,Summer,18
Haru,Hanwha Life Esports,LoL Champions Korea,2020,Spring,45
Haru,Hanwha Life Esports,LoL Champions Korea,2020,Summer,16
Haru,KSV eSports,LoL Champions Korea,2018,Spring,17
Haru,Samsung Galaxy,LoL Champions Korea,2017,Spring,30
Haru,Samsung Galaxy,LoL Champions Korea,2017,Summer,7
Haru,SK Telecom T1,LoL Champions Korea,2019,Summer,4
heal (Peng Jun-Jie),Team WE,Tencent LoL Pro League,2022,Summer,17
Heart,Unlimited Potential,Tencent LoL Pro League,2015,Summer,44
Helper (Kwon Yeong-jae),Ever8 Winners,LoL Champions Korea,2017,Summer,21
Helper (Kwon Yeong-jae),Samsung Galaxy,LoL Champions Korea,2016,Summer,3
Helper (Wang Huan-Wei),Dominus Esports,Tencent LoL Pro League,2020,Summer,6
Hena,BNK FEARX,LoL Champions Korea,2024,Summer,41
Hena,BRION,LoL Champions Korea,2023,Spring,44
Hena,FearX,LoL Champions Korea,2024,Spring,43
Hena,Fredit BRION,LoL Champions Korea,2021,Spring,39
Hena,Fredit BRION,LoL Champions Korea,2021,Summer,48
Hena,Fredit BRION,LoL Champions Korea,2022,Spring,42
Hena,Fredit BRION,LoL Champions Korea,2022,Summer,39
Hena,OKSavingsBank BRION,LoL Champions Korea,2023,Summer,45
Heng,Team WE,Tencent LoL Pro League,2023,Spring,40
Heng,Team WE,Tencent LoL Pro League,2023,Summer,37
Heng,Team WE,Tencent LoL Pro League,2024,Spring,38
Heng,Team WE,Tencent LoL Pro League,2024,Summer Placements,14
Hery,Anyone's Legend,Tencent LoL Pro League,2024,Spring,41
Hery,Oh My God,Tencent LoL Pro League,2024,Summer,17
Hery,Oh My God,Tencent LoL Pro League,2024,Summer Placements,9
Hery,Ultra Prime,Tencent LoL Pro League,2022,Summer,2
Hery,Ultra Prime,Tencent LoL Pro League,2023,Spring,37
Hery,Ultra Prime,Tencent LoL Pro League,2023,Summer,38
Hetong,Vici Gaming,Tencent LoL Pro League,2015,Spring,44
Hetong,Vici Gaming,Tencent LoL Pro League,2015,Summer,31
Hetong,Vici Gaming,Tencent LoL Pro League,2017,Spring,30
Hipo,e-mFire,LoL Champions Korea,2016,Spring,14
Hipo,Kongdoo Monster,LoL Champions Korea,2016,Spring,22
Hoit,DAMWON Gaming,LoL Champions Korea,2019,Spring,29
Hoit,DAMWON Gaming,LoL Champions Korea,2019,Summer,1
Hoit,DAMWON Gaming,LoL Champions Korea,2020,Spring,13
Hoit,Kwangdong Freecs,LoL Champions Korea,2022,Spring,42
Hoit,Kwangdong Freecs,LoL Champions Korea,2022,Summer,24
Holder,Rogue Warriors,Tencent LoL Pro League,2018,Summer,9
Holder,Rogue Warriors,Tencent LoL Pro League,2019,Summer,37
Holder,Rogue Warriors,Tencent LoL Pro League,2020,Spring,14
Holder,Rogue Warriors,Tencent LoL Pro League,2020,Summer,33
Hope (Wang Jie),Anyone's Legend,Tencent LoL Pro League,2024,Spring,41
Hope (Wang Jie),Anyone's Legend,Tencent LoL Pro League,2024,Summer,19
Hope (Wang Jie),Anyone's Legend,Tencent LoL Pro League,2024,Summer Placements,18
Hope (Wang Jie),EDward Gaming,Tencent LoL Pro League,2018,Spring,3
Hope (Wang Jie),EDward Gaming,Tencent LoL Pro League,2018,Summer,3
Hope (Wang Jie),EDward Gaming,Tencent LoL Pro League,2019,Spring,7
Hope (Wang Jie),EDward Gaming,Tencent LoL Pro League,2019,Summer,2
Hope (Wang Jie),EDward Gaming,Tencent LoL Pro League,2020,Spring,41
